,created_at,screen_name,text,favorite_count,retweet_count,media_type,media_url,slug,human,human_count,type,race,race_confidence,gender,gender_confidence,comments,county,coder
1.44E+18,44448.55903,WilmingtonPD,The Wilmington Police Department’s Special Investigations Division arrested 52 year old Angela Marie Johnson and 56 year old Glen Arthur Lee for their connection to trafficking heroin in the Port City earlier this week. https://t.co/N83wEveBBw,4,14,photo,http://pbs.twimg.com/media/E-2LrhzWQAICB1g.jpg,E-2LrhzWQAICB1g.jpg,1,1,3,1,2,2,2,,Wilmington,Wilson
1.44E+18,44448.84722,WilmingtonPD,MISSING PERSON: https://t.co/HkIHFqZy0a,1,9,photo,http://pbs.twimg.com/media/E-3qrArXsAICP-5.jpg,E-3qrArXsAICP-5.jpg,1,1,3,1,2,2,2,,Wilmington,Wilson
1.44E+18,44449.03056,WilmingtonPD,NEWS ALERT: https://t.co/9hiYTgBs92,1,9,photo,http://pbs.twimg.com/media/E-4nPX5WYAAbjOS.jpg,E-4nPX5WYAAbjOS.jpg,1,1,3,1,2,1,2,,Wilmington,Wilson
1.44E+18,44449.11389,WilmingtonPD,"KNOW THEM? Police are trying to identify two suspects involved in separate larcenies at Lowe's Home Improvement on South College Road. The man in the first photo stole a generator, and the second man stole a Dewalt Drill Set. Contact WPD at 910.343.3609 or use Text A Tip. https://t.co/I19cbDa0av",7,1,photo,http://pbs.twimg.com/media/E-5Ci3xWYAErf6b.jpg,E-5Ci3xWYAErf6b.jpg,1,1,3,1,2,2,2,,Wilmington,Wilson
1.44E+18,44449.54236,WilmingtonPD,"SILVER ALERT - issued for 54 yo, Jose Pedro Villatoro of Wilmington.  Needs medication and has mental health issues. Use Text-a-Tip or call 910-343-3609. https://t.co/ZPN3uqNtBz",2,27,photo,http://pbs.twimg.com/media/E-7P8-HXEAA3oXC.jpg,E-7P8-HXEAA3oXC.jpg,1,1,3,2,2,2,2,,Wilmington,Wilson
1.44E+18,44449.71667,WilmingtonPD,"WPD and NHC Sheriff's Office are continuing to search Masonboro Island today for 36-year-old Timothy Lee Braswell. The search effort includes vessels, SABLE helicopter, drones, and ATVs. Crews did previously locate his vehicle and kayak but continue to search for him. https://t.co/8jzzBwezci",7,8,photo,http://pbs.twimg.com/media/E-8JRRiWUAETUZD.jpg,E-8JRRiWUAETUZD.jpg,1,1,3,1,2,1,2,,Wilmington,Wilson
1.43E+18,44443.87639,WilmingtonPD,MISSING PERSON: https://t.co/yDZudvla74,3,7,photo,http://pbs.twimg.com/media/E-eEfIWX0AIN-ZR.jpg,E-eEfIWX0AIN-ZR.jpg,1,1,3,1,2,2,2,,Wilmington,Wilson
1.43E+18,44444.00625,WilmingtonPD,"Tonight, WPD officers located Jennifer Grover. Thank you all for sharing this post! https://t.co/lBQQNlK9HO",28,4,photo,http://pbs.twimg.com/media/E-evNIKXoAE0F4f.jpg,E-evNIKXoAE0F4f.jpg,1,1,3,1,2,2,2,,Wilmington,Wilson
1.43E+18,44442.62222,WilmingtonPD,"She is still missing, please SHARE, thank you. https://t.co/aEj47poGvq",3,3,photo,http://pbs.twimg.com/media/E-XnFzyXIAEQxUp.jpg,E-XnFzyXIAEQxUp.jpg,1,1,3,1,2,2,2,,Wilmington,Wilson
1.43E+18,44442.86597,WilmingtonPD,https://t.co/e7jlq1BCH8,2,1,photo,http://pbs.twimg.com/media/E-Y3W-kXMAAzAxF.jpg,E-Y3W-kXMAAzAxF.jpg,1,1,3,1,2,2,2,,Wilmington,Wilson
1.41E+18,44375.74514,WilmingtonPD,https://t.co/DPBHP3jJAc,0,4,photo,http://pbs.twimg.com/media/E4_NAr6XIAYn_dE.jpg,E4_NAr6XIAYn_dE.jpg,1,1,3,1,2,1,2,,Wilmington,Wilson
1.41E+18,44369.80208,WilmingtonPD,https://t.co/J7D0foieHh,0,3,photo,http://pbs.twimg.com/media/E4gmM_2WQAYa8Bg.jpg,E4gmM_2WQAYa8Bg.jpg,1,1,3,1,2,2,2,,Wilmington,Wilson
1.41E+18,44370.98681,WilmingtonPD,"MISSING: VICT0R JAVIER CUNIGA GUILLEN, 16",6,9,photo,http://pbs.twimg.com/media/E4msxVXWEAoQHai.jpg,E4msxVXWEAoQHai.jpg,1,1,3,2,2,2,2,,Wilmington,Wilson
1.41E+18,44371.70833,WilmingtonPD,Officers responded to a dock at Port City Marina around 4:15 a.m. in reference to a burglary. https://t.co/zloeqsKbE2,1,4,photo,http://pbs.twimg.com/media/E4qamIPWQBAzdye.jpg,E4qamIPWQBAzdye.jpg,1,1,3,2,2,1,2,,Wilmington,Wilson
1.41E+18,44376.89306,WilmingtonPD,https://t.co/Rqk5RoD59H,2,3,photo,http://pbs.twimg.com/media/E5FHcnQWUAY7VGv.jpg,E5FHcnQWUAY7VGv.jpg,1,1,3,1,2,2,2,,Wilmington,Wilson
1.41E+18,44390.64306,WilmingtonPD,https://t.co/m60lxWuF7V,0,4,photo,http://pbs.twimg.com/media/E6L7RKgXsAAVSBY.jpg,E6L7RKgXsAAVSBY.jpg,1,1,3,1,2,1,2,,Wilmington,Wilson
1.42E+18,44396.79653,WilmingtonPD,https://t.co/AQwnk73GwA,5,9,photo,http://pbs.twimg.com/media/E6rnYoPXIAIXZjG.jpg,E6rnYoPXIAIXZjG.jpg,1,1,3,1,2,1,2,,Wilmington,Wilson
1.43E+18,44437.76458,WilmingtonPD,PLEASE SHARE: https://t.co/9F4n6MIrbi,7,17,photo,http://pbs.twimg.com/media/E9-mCWHXIBEvKXf.jpg,E9-mCWHXIBEvKXf.jpg,1,1,3,1,2,1,2,,Wilmington,Wilson
1.43E+18,44433.63056,WilmingtonPD,WANTED: Wilmington Police obtained warrants for Jose Manuel  Lopez for a hit and run that occurred in late September. https://t.co/lDjojceTZV,3,1,photo,http://pbs.twimg.com/media/E9pTf-RWQAQLh3i.jpg,E9pTf-RWQAQLh3i.jpg,1,1,3,2,2,1,2,,Wilmington,Wilson
1.43E+18,44433.70833,WilmingtonPD,"Matthews, of Wilmington, was turning left onto Banbury Lane from Gregory Road when he struck a bicyclist who was traveling in the opposite direction, toward Matthews. https://t.co/XmX8LyfFjv",3,5,photo,http://pbs.twimg.com/media/E9ptId4XoAInsMh.jpg,E9ptId4XoAInsMh.jpg,1,1,3,2,2,1,2,,Wilmington,Wilson
1.43E+18,44433.78403,WilmingtonPD,"Wilmington Police charged Brett Matthews, 45, early Wednesday afternoon for the death of a Wilmington man. ",2,1,photo,http://pbs.twimg.com/media/E9qGCwQXEAYw8NV.jpg,E9qGCwQXEAYw8NV.jpg,2,2,3,2,2,1,2,,Wilmington,Wilson
1.43E+18,44428.85347,WilmingtonPD,WANTED: Wilmington Police are searching for Arron David Thaddeus Hatcher who was involved in a hit and run in early October. https://t.co/aDk2Tas9k0,2,1,photo,http://pbs.twimg.com/media/E9Qs7A3WUAYopZ-.jpg,E9Qs7A3WUAYopZ-.jpg,1,1,3,1,2,1,2,,Wilmington,Wilson
1.43E+18,44433.82847,WilmingtonPD,MISSING PERSON: https://t.co/8ch3mh27lv,3,8,photo,http://pbs.twimg.com/media/E9qUzYVXMAEv84u.jpg,E9qUzYVXMAEv84u.jpg,1,1,3,1,2,2,2,,Wilmington,Wilson
1.16E+18,43679.59792,WilmingtonPD,"RECOGNIZE HIM? WPD is asking for the public's help in identifying this man who pushed a shopping cart of tools out of Home Depot on February 17. The estimated value of the tools stolen is $565. If you have any information, please call 910.343.3609 or use Text A Tip. https://t.co/fdlna4QGIS",0,2,photo,http://pbs.twimg.com/media/EA-KEZLWwAERkbz.jpg,EA-KEZLWwAERkbz.jpg,1,1,3,2,2,2,2,,Wilmington,Wilson
1.15E+18,43670.56806,WilmingtonPD,Age: 13,2,3,photo,http://pbs.twimg.com/media/EAPp5LQXkAEuOLQ.jpg,EAPp5LQXkAEuOLQ.jpg,1,1,3,1,2,1,2,,Wilmington,Wilson
1.16E+18,43700.54236,WilmingtonPD,"CODIS links 37 yo Charles Lee Crews, II to November 2018 rape. Crews also facing other charges. He is in the NHC Jail under $2.6 million dollars bond. If you have info on crimes linked to Crews use Text-a-Tip. https://t.co/yngnsEZaLr",1,15,photo,http://pbs.twimg.com/media/ECqBKHVWkAIf4Om.jpg,ECqBKHVWkAIf4Om.jpg,1,1,3,2,2,2,2,,Wilmington,Wilson
1.30E+18,44078.77778,WilmingtonPD,https://t.co/TXvbh7iqq7,27,4,photo,http://pbs.twimg.com/media/EhF3kFmXkAULoXO.jpg,EhF3kFmXkAULoXO.jpg,1,1,3,2,2,1,2,,Wilmington,Wilson
1.22E+18,43843.63681,WilmingtonPD,"MISSING PERSON: 22 yo Michael James Watts, Jr. Last seen on August 10th at Walmart on Sigmon Rd. He drives a silver scooter. Anyone with info please use Text-a-Tip or call 910-343-3609. https://t.co/ubHRNuaVKy",2,12,photo,http://pbs.twimg.com/media/EOK7qLOW4AEbBdi.jpg,EOK7qLOW4AEbBdi.jpg,1,1,3,2,2,2,2,,Wilmington,Wilson
1.36E+18,44225.87639,WilmingtonPD,"Features: Brown medium length hair, Brown eyes",5,3,photo,http://pbs.twimg.com/media/Es7Z3wLXAAA1cmb.jpg,Es7Z3wLXAAA1cmb.jpg,1,1,3,2,2,2,2,,Wilmington,Wilson
1.36E+18,44228.63333,WilmingtonPD,Weight: 140,3,5,photo,http://pbs.twimg.com/media/EtJmaA8XAAYr5Lc.jpg,EtJmaA8XAAYr5Lc.jpg,1,1,3,2,2,1,2,,Wilmington,Wilson
1.26E+18,43949.83472,WilmingtonPD,"MISSING COUPLE: Stephanie Mayorga, 27, pictured on the left, and Paige Escalera, 25, right, were reported missing on April 15. Police are now looking for a grey 2013 Dodge Dart registered to Escalera with a South Carolina tag (MVS-902).",31,53,photo,http://pbs.twimg.com/media/EWt0iWgXgAEXWno.jpg,EWt0iWgXgAEXWno.jpg,1,2,3,1,2,2,2,,Wilmington,Wilson
1.26E+18,43949.83472,WilmingtonPD,"MISSING COUPLE: Stephanie Mayorga, 27, pictured on the left, and Paige Escalera, 25, right, were reported missing on April 15. Police are now looking for a grey 2013 Dodge Dart registered to Escalera with a South Carolina tag (MVS-902).",31,53,photo,http://pbs.twimg.com/media/EWt0iWgXgAEXWno.jpg,EWt0iWgXgAEXWno.jpg,1,2,3,1,2,2,2,,Wilmington,Wilson
1.44E+18,44473.09236,WilmingtonPD,https://t.co/rgmoLJSSTJ,13,22,photo,http://pbs.twimg.com/media/FA0hqRfXMAQlJsM.jpg,FA0hqRfXMAQlJsM.jpg,1,1,3,1,2,2,2,,Wilmington,Wilson
1.44E+18,44465.99653,WilmingtonPD,"Can you ID any of these individuals? They were all involved in separate larcenies at Target over the last few months. If you have info, call WPD at 910.343.3609 or use Text A Tip to remain anonymous. https://t.co/3r21SEtGI8",7,24,photo,http://pbs.twimg.com/media/FAP-66VXsAAKUpn.jpg,FAP-66VXsAAKUpn.jpg,1,1,3,2,2,2,2,,Wilmington,Wilson
1.44E+18,44466.83889,WilmingtonPD,"WANTED: Warrants have been obtained for the arrest of Courtnay Danielle Lawrence for assault with a deadly weapon, hit &amp; run failure to give info, driving without a license. We were able to ID Lawrence as the driver from many tips from public! Thanks for your help! https://t.co/eh7uQ06PTs",21,1,photo,http://pbs.twimg.com/media/FAUUrPQXEAkdlo5.jpg,FAUUrPQXEAkdlo5.jpg,1,1,3,2,2,2,2,,Wilmington,Wilson
1.45E+18,44487.65833,WilmingtonPD,MISSING TEEN: Heavyn Sykes ,4,0,photo,http://pbs.twimg.com/media/FB_imGiX0Asqqmd.jpg,FB_imGiX0Asqqmd.jpg,1,1,3,2,2,2,2,,Wilmington,Wilson
1.45E+18,44486.83403,WilmingtonPD,"Tattoos: Dragon fly on her back, Chinese symbol on her neck",4,1,photo,http://pbs.twimg.com/media/FB7SvQNXMAUi5S8.jpg,FB7SvQNXMAUi5S8.jpg,1,1,3,2,2,2,2,,Wilmington,Wilson
1.45E+18,44475.825,WilmingtonPD,NEWS RELEASE: https://t.co/Jx5vO5rzhE,4,3,photo,http://pbs.twimg.com/media/FBCmNigWEAAQbC4.jpg,FBCmNigWEAAQbC4.jpg,1,1,3,1,2,1,2,,Wilmington,Wilson
8.26E+17,42765.7875,AshevillePolice,"What makes for a better #Wednesday than reading to adorable students? No seriously, can you tell us, because we just don't know!?! Officer Best had the privilege of visiting and reading to students at Emma Elem. today! @BuncombeSchools https://t.co/7nUQlGGtZF",1,7,photo,http://pbs.twimg.com/media/C3cKy-wWQAAwJZ7.jpg,C3cKy-wWQAAwJZ7.jpg,1,1,3,3,1,1,2,Missing juvenile,Asheville,Wilson
8.26E+17,42765.81111,AshevillePolice,@asheville @WLOS_13 @KatieKillen https://t.co/lJi0o5BKqJ,4,3,photo,http://pbs.twimg.com/media/C3cTJXsXUAEfDf5.jpg,C3cTJXsXUAEfDf5.jpg,1,1,3,3,1,1,2,REPEAT,Asheville,Wilson
7.50E+17,42556.62986,AshevillePolice,"If this doesn't make your ❤️ happy, then we give up. Thanks @AVLCitySchools (Ira B Jones) for sharing. #copsandkids https://t.co/HpBfWZuZ6E",0,5,photo,http://pbs.twimg.com/media/CmnDLrpWIAAuI-k.png,CmnDLrpWIAAuI-k.png,1,1,3,2,1,1,2,"
",Asheville,Wilson
1.03E+18,43335.58819,AshevillePolice,"Approx 9:45p on 4/29 APD responded to report of a single vehicle crash on US 25 (Merrimon) near Glen Falls Rd. A pick-up truck, operated by Tommy Eugene Bucklew (55), left the roadway &amp; collided w/a tree. Bucklew succumbed to injuries on scene prior to arrival of 1st responders. https://t.co/WyumOi5O3X",0,3,photo,http://pbs.twimg.com/media/DlSjuM6WwAEAGBW.jpg,DlSjuM6WwAEAGBW.jpg,1,1,3,1,1,1,2,"
",Asheville,Wilson
1.04E+18,43369.65833,AshevillePolice,"#TRAFFICALERT: Tractor trailer was attempting to make turn from I40 off ramp onto Sweeten Creek when they overturned. Sweeten Creek/25A is closed. Routing southbound traffic to Caribou Rd, northbound traffic to I40. @AvlTraffic @WLOS_13 @ChrisScottTV https://t.co/ZZnYzowbDK",1,4,photo,http://pbs.twimg.com/media/DoB_fNqV4AY1J3T.jpg,DoB_fNqV4AY1J3T.jpg,1,1,3,2,1,1,2,"
",Asheville,Wilson
1.05E+18,43376.85278,AshevillePolice,"Oh say can you see...Sgt. Byers? Hint: he’s 3rd from left in a button down. He’s a part of a local a capella group. This video was taken before COVID-19, as they were practicing to sing the national anthem at a Tourist’s game. #APDsgottalent #behindthebadge #nationalpoliceweek https://t.co/aWLHQwTt6v",1,3,photo,http://pbs.twimg.com/media/DonD1WeXgAATss0.jpg,DonD1WeXgAATss0.jpg,1,1,3,1,1,1,2,"
",Asheville,Wilson
1.28E+18,44013.87639,AshevillePolice,Asking for community's help to locate 17-year-old Jakez Johnson.,0,7,photo,http://pbs.twimg.com/media/Eb3odgyWAAEsQVO.jpg,Eb3odgyWAAEsQVO.jpg,1,1,3,2,1,2,2,"
",Asheville,Wilson
1.33E+18,44147.64861,AshevillePolice,She has been arrested and served her open warrants. Being held in jail on no bond. #avlnews ,2,2,photo,http://pbs.twimg.com/media/EmohnGSXYAEpIHj.jpg,EmohnGSXYAEpIHj.jpg,1,1,3,1,1,1,2,"
",Asheville,Wilson
1.23E+18,43868.79792,AshevillePolice,"𝗨𝗣𝗗𝗔𝗧𝗘: Victim ID'd as 17yo male. Due to the age of the victim, no addt'l info will be released. Persons of interest have been id'd, investigation ongoing. ",4,2,photo,http://pbs.twimg.com/media/EQMfLxmVAAEOPwy.png,EQMfLxmVAAEOPwy.png,1,1,3,2,1,1,2,"
",Asheville,Wilson
1.15E+18,43672.74167,CMPD,Do you know what our telecommunicators do? Join us Monday on Facebook Live at 10:30 A.M. Get to know the people who take your call in an emergency and what you need to apply to become a telecommunicator. https://t.co/xnZ6X1l8C5,1,16,photo,http://pbs.twimg.com/media/EAa2QtJXkAIa3nD.jpg,EAa2QtJXkAIa3nD.jpg,1,1,3,3,1,2,2,Location predicted,Charlotte,Wilson
1.22E+18,43839.44097,CMPD,#clt #cltnews #charlottenc https://t.co/cdeIHTNi55,9,35,photo,http://pbs.twimg.com/media/EN1UwaCWoAE6CkB.jpg,EN1UwaCWoAE6CkB.jpg,1,1,3,3,1,2,2,Missing child,Charlotte,Wilson
1.35E+18,44222.49306,CMPD,"It's officially #Spring, and the amount of daylight will continue to increase.  Soon criminals will be able to see what's inside your car at 9:00 p.m. so remember to secure your valuables and #LockItUp. #9PMRoutine #CharlotteNC #CMPD #cltnews https://t.co/tRtSrzgcpU",19,36,photo,http://pbs.twimg.com/media/Esp-pflXIAAtmqM.jpg,Esp-pflXIAAtmqM.jpg,1,1,3,1,1,2,2,"
",Charlotte,Wilson
1.24E+18,43894.53958,CMPD,Approximately 100 protestors are attempting to block the I-277 Hwy ramp at 4th Street.  CMPD is responding.,26,59,photo,http://pbs.twimg.com/media/ESREir3XsAYymyA.jpg,ESREir3XsAYymyA.jpg,1,1,3,2,1,1,2,Missing child,Charlotte,Wilson
1.35E+18,44218.96806,CMPD,Be sure to follow @CharMeckEM for updates. https://t.co/PlqQZh0jSV,4,6,photo,http://pbs.twimg.com/media/EsX0WCjXEAonVUg.jpg,EsX0WCjXEAonVUg.jpg,1,1,3,1,1,1,2,Missing person,Charlotte,Wilson
1.25E+18,43924.74931,CMPD,Group discussing the recent demonstrations in Charlotte. DC Jennings says ‘He understands the anger and supports responsible police reform’,18,28,photo,http://pbs.twimg.com/media/EUspCPlWsAARsg1.jpg,EUspCPlWsAARsg1.jpg,1,1,3,1,1,2,2,Missing person,Charlotte,Wilson
1.14E+18,43632.63889,FayettevillePD,|Missing Person - Silver Alert|,8,15,photo,http://pbs.twimg.com/media/D9MUuNbXUAATZtW.jpg,D9MUuNbXUAATZtW.jpg,1,1,3,3,1,1,2,"
",Fayetteville,Wilson
1.43E+18,44420.66528,FayettevillePD,#LoveONE https://t.co/7e9QqVA4h2,0,8,photo,http://pbs.twimg.com/media/E8miS-DWUAImwO0.jpg,E8miS-DWUAImwO0.jpg,1,1,3,3,1,2,2,"
",Fayetteville,Wilson
1.16E+18,43679.10972,FayettevillePD,"Join us at Cross Creek Mall Thursday, 10/22 for the annual FREE Community Shred Event! ",29,27,photo,http://pbs.twimg.com/media/EA7pHSLWsAMTl6B.jpg,EA7pHSLWsAMTl6B.jpg,1,1,3,3,1,2,2,"
",Fayetteville,Wilson
1.21E+18,43815.07014,FayettevillePD,Imanine Moody ,5,12,photo,http://pbs.twimg.com/media/EL30O3UWsAA19fz.jpg,EL30O3UWsAA19fz.jpg,1,1,3,4,1,2,2,"
",Fayetteville,Wilson
1.36E+18,44230.73819,FayettevillePD,👀Well look at the time!! Have you done your #9PMRoutine yet? https://t.co/uySrCF5aG8,4,6,photo,http://pbs.twimg.com/media/EtUcO6aXIAYeujZ.jpg,EtUcO6aXIAYeujZ.jpg,1,1,3,1,1,2,2,"
",Fayetteville,Wilson
1.38E+18,44295.66667,FayettevillePD,&gt;Remove your valuables,8,9,photo,http://pbs.twimg.com/media/Eyi0AwkXAAgpXa3.jpg,Eyi0AwkXAAgpXa3.jpg,1,1,3,3,1,2,2,"
",Fayetteville,Wilson
1.38E+18,44288.98542,HPDNC,Big thanks to @BirkdaleAnimalH for their continued support of the HPD K-9 Unit!  #K9Unit #PartnershipForPaws #TeamworkMakesTheK9Work #Cirro #Kado #Igor #Gunner #Koda #AlligatorKissesAllAround #HuntersvillePD https://t.co/38bXmQJpR9,,,photo,http://pbs.twimg.com/media/DvxapgRX4AAXLqr.jpg,DvxapgRX4AAXLqr.jpg,1,1,3,3,1,2,2,Missing juvenile,Huntersville,Wilson
1.15E+18,43649.09861,WilmingtonPD,"Clothing: Black leotard, blue shorts, black spandex, pink top, sandals, carrying a blue and white back pack. https://t.co/1eUkLlrqjP",13,54,photo,http://pbs.twimg.com/media/D-hFoADW4AE8yFE.jpg,D-hFoADW4AE8yFE.jpg,1,1,3,3,1,2,2,,Wilmington,Wilson
1.00E+18,43251.63889,WilmingtonPD,"Sgt. Lisa Kittrell has served the City of Wilmington faithfully and dutifully for almost 30 years. Now, she’s moving on to her next chapter. Please join us in wishing her a happy retirement. It is well deserved, Sergeant. https://t.co/48TZMKusAy",0,4,photo,http://pbs.twimg.com/media/DeiPESJXkAAx5h-.jpg,DeiPESJXkAAx5h-.jpg,1,1,3,3,1,2,2,,Wilmington,Wilson
1.05E+18,43371.80764,WilmingtonPD,HERREN: https://t.co/URAQtKyoVR,2,1,photo,http://pbs.twimg.com/media/DoNFY2JXcAATSD_.jpg,DoNFY2JXcAATSD_.jpg,1,1,3,3,1,2,2,,Wilmington,Wilson
1.05E+18,43373.91389,WilmingtonPD,"may have a small suitcase, left family's house in 300 block of Pinecliff Dr sometime this evening. Use Text-a-Tip or call 910-343-3609. https://t.co/K7lj6nDyrK",4,14,photo,http://pbs.twimg.com/media/DoX7iZZW0AA74Z-.jpg,DoX7iZZW0AA74Z-.jpg,1,1,3,3,1,1,2,,Wilmington,Wilson
9.66E+17,43152.59653,WilmingtonPD,"Today, we remember the 2,977 victims of the September 11,2001 attack.",1,12,photo,http://pbs.twimg.com/media/DWkLypXW4AAHyBV.jpg,DWkLypXW4AAHyBV.jpg,1,1,3,2,1,2,2,,Wilmington,Wilson
8.55E+17,42844.83958,alleghenybadge,"Thank you to @peoplesnatgas for our brand new, natural gas vehicle (NGV) 🚔 detailed to the Crime Prevention Division. ",0,0,photo,http://pbs.twimg.com/media/C9zSLV0U0AAzOwx.jpg,C9zSLV0U0AAzOwx.jpg,1,1,3,1,2,2,2,"
",Allegheny,Wilson
8.04E+17,42705.52292,alleghenybadge,License to Carry web app is ⬇️. We cannot 🚫 issue licenses at this time.  We will update you as the state updates us.,0,1,photo,http://pbs.twimg.com/media/Cyl0oYQXgAAKxqF.jpg,Cyl0oYQXgAAKxqF.jpg,1,1,3,1,2,2,2,"
",Allegheny,Wilson
8.04E+17,42705.52431,alleghenybadge,"We will be closed on Mon, Sep 4th in recognition of Labor Day. Have a safe &amp; happy holiday weekend! 🇺🇸",0,1,photo,http://pbs.twimg.com/media/Cyl1IBSW8AAgXoy.jpg,Cyl1IBSW8AAgXoy.jpg,1,1,3,2,2,2,2,"
",Allegheny,Wilson
9.42E+17,43085.72153,alleghenybadge,Sex Offender Wanted - Brendan McKenzie https://t.co/vGip0sBUPG,1,0,photo,http://pbs.twimg.com/media/DRLyU8TX4AAnkYn.jpg,DRLyU8TX4AAnkYn.jpg,1,1,3,2,2,2,2,"
",Allegheny,Wilson
1.31E+18,44091.0375,alleghenybadge,"The Firearms and Real Estate Divisions of the Sheriff's Office will be closed on Thursday, November 26, 2020, as civilian personnel are on holiday leave in recognition of Thanksgiving. https://t.co/P8FAfRNRS0",3,2,photo,http://pbs.twimg.com/media/EiFARgvWsAY_73m.jpg,EiFARgvWsAY_73m.jpg,1,1,3,2,2,2,2,"
",Allegheny,Wilson
1.19E+18,43776.80139,alleghenybadge,"The hard work and diligence of our #medicalprofessionals is paying off. While there is an increase in positive #covid19 cases, the mortality rate is decreasing in Allegheny County. ",1,0,photo,http://pbs.twimg.com/media/EIyvOMTWsAAK77g.jpg,EIyvOMTWsAAK77g.jpg,1,1,3,2,2,1,2,"
",Allegheny,Wilson
1.25E+18,43934.50347,alleghenybadge,"For updates on scheduling availability, please refer to the blue marquee at the top of the Firearms page or ACSO social media.",0,0,photo,http://pbs.twimg.com/media/EVe4MuxXsAEiTNR.jpg,EVe4MuxXsAEiTNR.jpg,1,1,3,1,2,1,2,"
",Allegheny,Wilson
1.37E+18,44279.65556,alleghenybadge,"Congratulations to Deputy Brian Bell, April's Employee of the Month! https://t.co/deS3WNVTNB https://t.co/b8ETmAKZW8",3,0,photo,http://pbs.twimg.com/media/ExQWz9_WUAM-jz9.jpg,ExQWz9_WUAM-jz9.jpg,1,1,3,2,2,1,2,"
",Allegheny,Wilson
1.38E+18,44285.67014,alleghenybadge,"Court Order Regarding Postponements of Sheriff Sales, https://t.co/8GiEQzDQwn https://t.co/LgSiamIw4Y",1,0,photo,http://pbs.twimg.com/media/ExvVL54XAAE-9Yo.jpg,ExvVL54XAAE-9Yo.jpg,1,1,3,1,2,1,2,"
",Allegheny,Wilson
8.16E+17,42738.93611,AshevillePolice,@WLOS_13 @asheville @WSPA7 @wyffnews4 @foxcarolinanews https://t.co/tU8hg3WXyL,8,4,photo,http://pbs.twimg.com/media/C1R5WhNUoAAyGCJ.jpg,C1R5WhNUoAAyGCJ.jpg,1,1,2,1,2,1,2,"
",Asheville,Wilson
8.46E+17,42821.60208,AshevillePolice,"APD requesting assistance locating Marteise Javon Hines. Following Thursday shooting on Reed Street in S. Asheville, investigators have identified and charged Hines, with first degree murder, armed robbery, attempted breaking and entering, and possession of a firearm by a felon. https://t.co/awNrwf1OEl",0,5,photo,http://pbs.twimg.com/media/C77nPOIW4AEyH1I.jpg,C77nPOIW4AEyH1I.jpg,1,1,2,6,2,1,2,"
",Asheville,Wilson
8.50E+17,42832.97847,AshevillePolice,Officers at APD routinely re-certify CPR.  It's one of the many skills taught to and maintained by our officers. ,0,1,photo,http://pbs.twimg.com/media/C82MZDqUAAA5Mzh.jpg,C82MZDqUAAA5Mzh.jpg,1,2,2,1,2,1,2,"
",Asheville,Wilson
8.50E+17,42832.97847,AshevillePolice,Officers at APD routinely re-certify CPR.  It's one of the many skills taught to and maintained by our officers. ,0,1,photo,http://pbs.twimg.com/media/C82MZDqUAAA5Mzh.jpg,C82MZDqUAAA5Mzh.jpg,1,2,2,1,2,1,2,REPEAT,Asheville,Wilson
8.55E+17,42845.52222,AshevillePolice,Brian Keith Leonhart was taken into custody this afternoon by Black Mountain PDt after a short pursuit. He has been transported and is now in custody of APD. Leonhart was wanted in connection with the Aug. 5 robbery of the First Citizens Bank oat 1201 Tunnel Road. https://t.co/0aJm4EPIlB,2,3,photo,http://pbs.twimg.com/media/C92yzMqXsAIRON9.jpg,C92yzMqXsAIRON9.jpg,1,1,2,1,2,1,2,"
",Asheville,Wilson
8.53E+17,42838.62986,AshevillePolice,"APD is seeking assistance to locate Arthur Bernard Dawkins, a 58 year-old black male, 5’9”, 170 pounds, bald with brown eyes and a mustache and goatee. ",0,2,photo,http://pbs.twimg.com/media/C9TTckwUQAAEm9Q.jpg,C9TTckwUQAAEm9Q.jpg,1,1,2,2,2,1,2,"
",Asheville,Wilson
6.94E+17,42401.6875,AshevillePolice,@WLOS_13 @asheville @wyffnews4 @WSPA7 @FoxCarolina https://t.co/rKEmPvsBjO,0,0,photo,http://pbs.twimg.com/media/CaJHxygWkAAGQOM.jpg,CaJHxygWkAAGQOM.jpg,1,1,2,2,2,2,2,"
",Asheville,Wilson
7.18E+17,42466.63264,AshevillePolice,APD needs help to locate #missing juveniles-Aaja Atkins &amp; Daniela Lopez. Last seen 12/28. Believed to be together &amp; traveling to CLT.,0,0,photo,http://pbs.twimg.com/media/CfXk9DbUMAABu4v.jpg,CfXk9DbUMAABu4v.jpg,1,1,2,1,2,1,2,"
",Asheville,Wilson
7.23E+17,42479.82708,AshevillePolice,You + 👮‍♀️👮‍♂️ + ♟🎲🧩 = plans for lunch today! Join us at noon at Well Played Board Game Cafe (58 Wall St)! Meet your local #lawenforcement &amp; show us your competitive side! @CoffeewithaCop https://t.co/eFeXXXi52u,0,2,photo,http://pbs.twimg.com/media/CgbhnIMW4AEu0mD.jpg,CgbhnIMW4AEu0mD.jpg,1,2,2,1,2,1,2,"
",Asheville,Wilson
